"","business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours","type"
"14","rfvdrAv1yq5_5mFl-aOAdg","Red, Wine & Brew - Mentor",NA,"9620 Old Johnnycake Ridge Rd","Mentor","OH",44060,41.6815631,-81.2948728,3,54,1,"[""Alcohol: full_bar"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BestNights: {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"",""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: True"",""CoatCheck: False"",""DogsAllowed: False"",""GoodForDancing: False"",""GoodForKids: False"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"",""HappyHour: True"",""HasTV: True"",""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"",""NoiseLevel: average"",""OutdoorSeating: True"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: True"",""RestaurantsTableService: True"",""RestaurantsTakeOut: True"",""Smoking: outdoor"",""WheelchairAccessible: True"",""WiFi: free""]","[""Nightlife"",""Breweries"",""Tobacco Shops"",""Shopping"",""Wine Bars"",""Bars"",""Pubs"",""Food"",""Restaurants"",""Beer"",""Wine \u0026 Spirits"",""American (New)""]","[""Monday 9:0-22:0"",""Tuesday 9:0-22:0"",""Wednesday 9:0-22:0"",""Thursday 9:0-22:0"",""Friday 9:0-0:0"",""Saturday 9:0-0:0"",""Sunday 9:0-20:0""]","business"
"15","pSkymMfPhLw-aJmFVu4bCw","Waterbean Coffee",NA,"19420 Jetton Rd, Ste 105","Cornelius","NC",28031,35.476565,-80.8922259,4.5,38,1,"[""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating: True"",""RestaurantsPriceRange2: 2"",""RestaurantsTakeOut: True"",""WiFi: free""]","[""Coffee \u0026 Tea"",""Food""]","[""Monday 7:0-18:0"",""Tuesday 7:0-18:0"",""Wednesday 7:0-18:0"",""Thursday 7:0-18:0"",""Friday 7:0-18:0"",""Saturday 8:0-18:0"",""Sunday 8:0-18:0""]","business"
"16","RAt9vf3ky5Qe-dpMJvNveg","Mentor Kia",NA,"9090 Mentor Ave","Mentor","OH",44060,41.6750769,-81.3148402,2,6,1,NA,"[""Car Rental"",""Car Dealers"",""Automotive"",""Hotels \u0026 Travel"",""Auto Parts \u0026 Supplies"",""Auto Repair""]","[""Monday 9:0-21:0"",""Tuesday 9:0-18:0"",""Wednesday 9:0-18:0"",""Thursday 9:0-21:0"",""Friday 9:0-18:0"",""Saturday 9:0-18:0"",""Sunday 11:0-15:0""]","business"
"17","74wHNZVCy8s9HELtUdxvOg","The Olive and The Grape",NA,"7771 Mentor Ave","Mentor","OH",44060,41.6604058,-81.3634372,3,6,1,"[""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""RestaurantsPriceRange2: 2""]","[""Specialty Food"",""Food""]","[""Tuesday 12:0-18:0"",""Wednesday 11:0-19:0"",""Thursday 11:0-19:0"",""Friday 11:0-19:0"",""Saturday 11:0-19:0""]","business"
"18","uhnwFX0_MBOylni9sPjKvw","Sawmill Building Systems",NA,"8634 Station St","Mentor","OH",44060,41.679098,-81.3310149,1,3,1,"[""BusinessAcceptsCreditCards: True""]","[""Home Services"",""Building Supplies""]",NA,"business"
"19","rPL1gw_0Afm8nOAfLW53MQ","Tony Sacco's Coal Oven Pizza",NA,"7850 Mentor Ave","Mentor","OH",44060,41.6572311,-81.3613228,4,50,1,"[""Alcohol: full_bar"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: True"",""DogsAllowed: False"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"",""HasTV: True"",""NoiseLevel: average"",""OutdoorSeating: True"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: False"",""RestaurantsTableService: True"",""RestaurantsTakeOut: True"",""WheelchairAccessible: True"",""WiFi: free""]","[""Restaurants"",""Pizza""]","[""Monday 11:0-21:0"",""Tuesday 11:0-21:0"",""Wednesday 11:0-21:0"",""Thursday 11:0-22:0"",""Friday 11:0-22:0"",""Saturday 11:0-22:0"",""Sunday 11:0-20:0""]","business"
"20","06X34OSshQJPDiyUDHtS0A","Dave's Cosmic Subs",NA,"9664 Mentor Ave","Mentor","OH",44060,41.6838983,-81.2940776,4,27,1,"[""Alcohol: none"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: True"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"",""HasTV: True"",""NoiseLevel: average"",""OutdoorSeating: False"",""RestaurantsAttire: casual"",""RestaurantsDelivery: True"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 1"",""RestaurantsReservations: False"",""RestaurantsTableService: False"",""RestaurantsTakeOut: True"",""WheelchairAccessible: True"",""WiFi: no""]","[""Sandwiches"",""Caterers"",""Event Planning \u0026 Services"",""Restaurants""]","[""Monday 11:0-21:0"",""Tuesday 11:0-21:0"",""Wednesday 11:0-21:0"",""Thursday 11:0-21:0"",""Friday 11:0-21:0"",""Saturday 11:0-21:0"",""Sunday 11:0-17:0""]","business"
"21","Gk_leAREKfnhByT_evPuqA","Thai Orchid",NA,"7329 Mentor Ave","Mentor","OH",44060,41.6528711779,-81.3797692445,3.5,70,1,"[""Alcohol: full_bar"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: False"",""GoodForKids: True"",""HasTV: False"",""NoiseLevel: average"",""OutdoorSeating: False"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: True"",""RestaurantsTableService: True"",""RestaurantsTakeOut: True"",""WiFi: no"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]","[""Restaurants"",""Thai""]","[""Monday 11:30-21:0"",""Tuesday 11:30-21:0"",""Wednesday 11:30-21:0"",""Thursday 11:30-21:0"",""Friday 11:30-21:30"",""Saturday 11:30-22:0""]","business"
"22","rHx_A6ADt1zLHLKLzHGWDQ","Hungry Howie's Pizza",NA,"18059 W Catawba Ave, Ste 8","Cornelius","NC",28031,35.4589201638,-80.8889990992,3,7,1,"[""Alcohol: none"",""BikeParking: False"",""BusinessAcceptsBitcoin: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: True"",""DogsAllowed: False"",""HasTV: False"",""OutdoorSeating: False"",""RestaurantsDelivery: True"",""RestaurantsReservations: False"",""RestaurantsTableService: False"",""RestaurantsTakeOut: True"",""WheelchairAccessible: True"",""WiFi: no""]","[""Chicken Wings"",""Restaurants"",""Pizza""]","[""Monday 11:0-23:0"",""Tuesday 11:0-23:0"",""Wednesday 11:0-23:0"",""Thursday 11:0-23:0"",""Friday 11:0-1:0"",""Saturday 11:0-1:0"",""Sunday 11:0-23:0""]","business"
"23","7FKvhOx2iZbz86T3aOhB2w","Cleveland Pizza Co",NA,"8510 Mentor Ave","Mentor","OH",44060,41.6668211,-81.3358828,3.5,8,1,"[""Alcohol: none"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BikeParking: True"",""BusinessAcceptsBitcoin: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Caters: True"",""DogsAllowed: False"",""GoodForKids: True"",""HasTV: True"",""NoiseLevel: average"",""OutdoorSeating: False"",""RestaurantsAttire: casual"",""RestaurantsDelivery: True"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 1"",""RestaurantsReservations: False"",""RestaurantsTableService: False"",""RestaurantsTakeOut: True"",""WheelchairAccessible: True"",""WiFi: no""]","[""Pizza"",""Restaurants"",""Delis"",""Chicken Wings""]","[""Monday 10:0-22:0"",""Tuesday 10:0-22:0"",""Wednesday 10:0-22:0"",""Thursday 10:0-22:0"",""Friday 10:0-23:0"",""Saturday 10:0-23:0"",""Sunday 10:0-22:0""]","business"
"24","5VMqROXPjHCKdlPnm0xyvQ","Moe's Southwest Grill",NA,"7585-7601 Mentor Ave","Mentor","OH",44060,41.657592,-81.370311,3.5,15,1,"[""Alcohol: none"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"",""HasTV: True"",""NoiseLevel: average"",""OutdoorSeating: False"",""RestaurantsAttire: casual"",""RestaurantsDelivery: True"",""RestaurantsPriceRange2: 1"",""RestaurantsReservations: False"",""RestaurantsTableService: False"",""RestaurantsTakeOut: True"",""WiFi: no""]","[""Restaurants"",""Tex-Mex"",""Mexican""]","[""Monday 11:0-21:0"",""Tuesday 11:0-21:0"",""Wednesday 11:0-21:0"",""Thursday 11:0-21:0"",""Friday 11:0-21:0"",""Saturday 11:0-21:0"",""Sunday 11:0-20:0""]","business"
"25","UF7Bf6oZfWtzAUI1hJnkeA","CLE Juice Box",NA,"8587 Mentor Ave","Mentor","OH",44060,41.6696854,-81.3328211,5,16,1,"[""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTakeOut: True"",""WheelchairAccessible: False"",""WiFi: no"",""RestaurantsPriceRange2: 2""]","[""Food"",""Juice Bars \u0026 Smoothies"",""Specialty Food"",""Health Markets""]","[""Monday 7:0-18:0"",""Wednesday 7:0-18:0"",""Friday 7:0-18:0"",""Saturday 8:0-13:0""]","business"
"26","1__nITy35kGrZ25HhzPceQ","Alba Contractors",NA,"8670 Twinbrook Rd","Mentor","OH",44060,41.686574,-81.327491,3.5,3,1,"[""BusinessAcceptsCreditCards: True""]","[""Contractors"",""Home Services"",""Masonry/Concrete"",""Utilities""]","[""Monday 8:0-17:0"",""Tuesday 8:0-17:0"",""Wednesday 8:0-17:0"",""Thursday 8:0-17:0"",""Friday 8:0-17:0""]","business"
"27","IbQhAD6bIUQbUScNVUVJfg","Cakes To You",NA,"7419 Mentor Ave","Mentor","OH",44060,41.6539705,-81.3765309,4.5,3,1,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsDelivery: True"",""RestaurantsPriceRange2: 3"",""RestaurantsTakeOut: False""]","[""Food"",""Desserts"",""Cupcakes""]","[""Tuesday 9:0-16:0"",""Wednesday 9:0-16:0"",""Thursday 8:0-16:0"",""Friday 8:0-16:0"",""Saturday 10:0-16:0""]","business"
"28","8FPeT8aBofbHqnFsOHXXGg","Sport Clips Haircuts",NA,"20619 Torrence Chapel Rd, Ste124","Cornelius","NC",28031,35.485345,-80.8788348,4,4,1,"[""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""ByAppointmentOnly: False"",""GoodForKids: True"",""RestaurantsPriceRange2: 2""]","[""Hair Stylists"",""Beauty \u0026 Spas"",""Hair Salons"",""Men's Hair Salons""]",NA,"business"
"29","e6Ad2Yl9-HANFfLRttGQ-g","Road Kill T-Shirts",NA,"18637-B Northline Dr","Cornelius","NC",28031,35.459009,-80.854548,3.5,4,1,"[""BusinessAcceptsCreditCards: True"",""RestaurantsPriceRange2: 2""]","[""Women's Clothing"",""Fashion"",""Men's Clothing"",""Shopping""]",NA,"business"
"30","x6epewlVEOzkJ37gzXpo_Q","Right Hand, Inc",NA,NA,"Cornelius","NC",28031,35.4868032,-80.8600736,5,4,1,NA,"[""Professional Services"",""Personal Assistants""]","[""Monday 8:0-17:0"",""Tuesday 8:0-17:0"",""Wednesday 8:0-17:0"",""Thursday 8:0-17:0"",""Friday 8:0-17:0""]","business"
"31","QWEoOvj9qFOuNkq6oBefUA","Village Inn Pizza Parlor",NA,"20129 Mulberry St, Ste G","Cornelius","NC",28031,35.4849428,-80.8588933,3.5,11,1,"[""BusinessAcceptsCreditCards: True"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"",""NoiseLevel: average"",""OutdoorSeating: False"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: False"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: False"",""RestaurantsTakeOut: True"",""Alcohol: beer_and_wine""]","[""Pizza"",""Restaurants"",""Buffets"",""Salad""]",NA,"business"
"32","Wyy8FS7ov1GFDfWE2UWcmA","XO Tapas and Wine Bar",NA,"19701 Bethel Church Rd","Cornelius","NC",28031,35.479529,-80.888199,4,4,0,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""OutdoorSeating: True"",""RestaurantsGoodForGroups: True""]","[""Restaurants"",""Nightlife"",""Bars"",""Wine Bars"",""Tapas Bars""]",NA,"business"
"33","tDXDlSvKNYG0zeFTQzpR1A","Expressions Bridal & Formal",NA,"8925 Mentor Ave","Mentor","OH",44060,41.6753039,-81.320534,2.5,10,1,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""ByAppointmentOnly: True"",""RestaurantsPriceRange2: 3""]","[""Bridal"",""Shopping""]",NA,"business"
"34","T7wNyVif2kjtcImmpod0fw","Uprising",NA,"18535 Old Statesville Rd, Ste E","Cornelius","NC",28031,35.463131,-80.846664,5,9,1,"[""GoodForKids: False""]","[""Active Life"",""Gyms"",""Fitness \u0026 Instruction"",""Boxing""]",NA,"business"
"35","i5V_Euq3ffzyBiaBIiOZ0g","SweetCakes Bakery",NA,"20601 Torrence Chapel Rd","Cornelius","NC",28031,35.483866,-80.878967,4.5,10,1,"[""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2: 1""]","[""Desserts"",""Cupcakes"",""Bakeries"",""Food""]",NA,"business"
"36","RXqlenXFrLcry4v7zQ6dJg","Thai House",NA,"19700 One Norman Blvd, Ste A","Cornelius","NC",28031,35.480913,-80.882426,4,41,1,"[""Alcohol: beer_and_wine"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BikeParking: False"",""BusinessAcceptsBitcoin: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: True"",""DogsAllowed: False"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"",""HasTV: True"",""NoiseLevel: quiet"",""OutdoorSeating: True"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: True"",""RestaurantsTableService: True"",""RestaurantsTakeOut: True"",""WheelchairAccessible: True"",""WiFi: free""]","[""Thai"",""Asian Fusion"",""Sushi Bars"",""Restaurants""]","[""Monday 17:0-21:30"",""Tuesday 17:0-21:30"",""Wednesday 17:0-21:30"",""Thursday 17:0-21:30"",""Friday 11:0-14:45"",""Saturday 11:0-14:45"",""Sunday 17:0-21:30""]","business"
"37","bm5PjdlaanvkE2kBGfzCHg","Olive Garden Italian Restaurant",NA,"7740 Mentor Ave","Mentor","OH",44060,41.659635,-81.3641501,3,34,1,"[""Alcohol: full_bar"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BestNights: {'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"",""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: True"",""CoatCheck: False"",""DogsAllowed: False"",""GoodForDancing: False"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"",""HappyHour: True"",""HasTV: False"",""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"",""NoiseLevel: average"",""OutdoorSeating: True"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: True"",""RestaurantsTableService: True"",""RestaurantsTakeOut: True"",""Smoking: no"",""WheelchairAccessible: True"",""WiFi: no""]","[""Salad"",""Wine Bars"",""Nightlife"",""Restaurants"",""Italian"",""Bars""]","[""Monday 11:0-22:0"",""Tuesday 11:0-22:0"",""Wednesday 11:0-22:0"",""Thursday 11:0-22:0"",""Friday 11:0-23:0"",""Saturday 11:0-23:0"",""Sunday 11:0-22:0""]","business"
